Geography,EB,Age,EstimatedSalary,NumOfProducts,CreditScore,Tenure,HasCrCard,IsActiveMember,Exited,Gender
0,1.381145179,1,1,2,1,4,1,0,0,1
1,0.553915347,1,2,1,2,9,1,1,0,1
1,0.636689872,1,2,1,1,9,1,1,0,1
0,0.0,1,0,2,0,3,1,0,0,1
1,0.0,1,2,1,0,2,0,0,0,1
0,0.0,1,2,1,1,1,1,1,0,1
0,3.226061846,1,1,1,0,1,0,0,0,0
0,5.41037744,2,0,1,2,2,1,0,1,0
1,0.0,1,1,2,1,9,0,0,0,1
2,1.657335753,1,1,3,1,1,0,1,0,0
0,0.885955215,1,1,1,1,0,1,0,0,1
2,1.555309225,1,1,2,2,8,0,0,0,0
2,6.960292465,2,0,2,0,4,1,1,1,0
0,0.349069914,1,2,2,2,4,0,1,0,0
0,0.0,1,1,2,0,9,1,1,0,1
0,0.912685098,2,1,1,1,5,1,0,0,0
1,0.598991047,1,2,1,1,2,1,0,0,1
1,0.88607397,1,1,1,2,9,1,1,0,0
2,0.976457856,1,1,2,1,6,0,1,0,0
2,0.990106398,2,1,1,1,5,1,0,0,0
2,1.144389939,1,1,1,2,6,1,0,1,0
2,0.222565664,2,2,2,1,2,1,1,0,1
0,0.0,1,1,2,2,8,1,1,0,1
1,0.870802161,2,1,1,1,9,1,0,0,1
2,2.409190299,1,1,2,1,3,0,1,0,1
1,0.728630953,2,2,2,2,2,1,1,0,1
1,0.744568923,2,1,1,1,6,1,1,0,1
0,0.0,1,0,2,1,8,1,0,0,0
1,0.887366184,2,2,2,2,5,1,0,0,1
0,0.0,1,2,2,1,8,1,1,0,0
0,7.699407418,1,0,1,2,2,1,0,0,1
1,0.0,1,2,2,1,8,1,0,0,1
1,1.818368876,1,1,1,0,0,0,0,0,1
0,0.0,1,1,2,2,10,1,1,1,0
1,1.117513408,2,1,2,1,6,1,0,1,0
2,0.712381671,2,2,1,1,3,0,0,1,1
0,1.11410692,1,1,3,1,2,1,0,1,0
0,1.05829692,1,2,2,2,2,1,1,0,1
0,0.0,1,2,1,0,3,1,1,1,0
2,0.66269138,1,2,1,2,6,0,0,0,0
2,12.50412255,2,0,2,1,3,1,0,1,1
2,0.611253324,1,2,2,1,2,1,1,0,0
1,0.702203808,1,2,1,2,6,1,0,1,1
0,0.0,2,2,2,0,6,1,1,0,0
0,0.279961171,2,2,1,1,10,1,1,1,0
1,0.0,1,1,2,1,6,1,0,0,0
2,1.23701094,2,1,1,1,2,0,1,0,0
1,59.86876438,1,0,2,0,1,0,0,0,0
0,0.0,1,0,2,2,9,1,1,0,1
1,0.0,0,0,2,1,8,1,1,0,1
1,3.085723697,1,0,1,1,8,1,0,0,0
2,0.983338463,1,2,1,2,7,0,1,0,0
1,0.0,2,1,1,1,7,1,1,0,0
0,0.856420047,1,2,1,1,6,0,1,0,1
1,0.0,2,2,2,0,1,1,1,0,1
0,23.18847507,1,0,1,1,2,1,1,0,1
1,0.0,1,2,2,1,4,1,1,0,0
0,1.483054995,1,1,1,0,5,0,1,0,0
0,0.690585811,2,2,2,1,4,1,0,0,0
0,0.0,2,1,2,0,9,1,1,0,1
2,0.459100618,2,1,1,2,1,1,1,0,0
0,5.309223204,2,0,1,0,2,1,0,1,1
0,0.0,2,2,2,2,2,0,0,0,0
0,0.0,1,1,1,0,0,1,1,0,0
0,0.0,1,1,2,1,5,1,0,0,0
2,0.664318282,1,2,2,1,4,1,0,1,0
0,0.0,1,2,2,0,4,1,0,0,1
0,1.244022378,2,1,1,1,9,1,0,1,0
0,0.0,1,1,2,1,4,0,1,0,0
0,3.144564526,1,0,2,0,8,0,0,1,0
2,4.348942646,1,0,2,1,5,1,0,0,1
2,2.717571034,2,0,1,0,4,1,1,1,0
1,1.56800254,1,1,1,2,7,0,1,0,0
0,0.989930271,2,1,3,0,9,1,0,1,0
0,0.0,2,2,2,0,6,1,1,0,0
0,8.715021771,2,0,2,0,2,1,0,1,0
0,0.0,2,1,2,2,6,1,0,0,0
0,0.863613773,1,1,1,0,5,0,1,0,0
1,0.0,1,0,2,2,9,1,0,0,1
0,0.0,1,1,2,2,7,1,1,0,1
2,0.934793324,1,2,1,2,5,0,0,0,0
0,1.195972352,1,1,1,0,1,0,0,0,1
0,0.438497886,2,2,1,1,9,1,1,0,1
2,0.352756268,1,2,1,1,7,1,0,0,1
2,2.707901399,2,0,4,1,3,1,1,1,1
2,1.133944198,2,1,2,1,5,0,0,0,1
0,0.0,1,2,1,0,4,1,0,0,1
0,0.439451175,1,2,1,1,7,1,1,0,0
0,0.0,2,0,2,1,8,0,1,1,1
1,0.0,2,1,2,1,2,1,0,0,1
1,0.830052066,1,1,2,1,8,1,0,0,1
0,0.0,1,0,2,1,2,1,1,0,1
1,0.292128673,2,2,1,1,0,1,0,1,0
0,1.109306574,1,1,1,1,9,1,0,0,1
0,0.0,1,2,1,1,7,0,1,1,1
2,0.81104644,2,1,1,2,9,0,1,1,1
0,1.265450573,1,1,1,1,9,1,1,0,0
2,4.597328733,2,0,2,1,2,1,1,0,1
2,4.514536386,1,0,1,1,2,1,1,0,0
1,7.255875778,2,0,1,1,10,1,0,0,0
0,0.0,2,1,2,1,8,1,1,0,0
0,0.0,2,1,2,2,4,0,1,0,0
1,0.666118466,2,2,1,1,0,0,1,0,1
1,1.385357965,1,1,1,2,7,1,1,0,0
0,0.0,1,1,1,0,0,1,0,0,1
0,1.725777646,1,1,1,1,2,1,0,0,0
2,0.573049111,2,2,2,1,6,0,1,0,1
2,1.132578553,1,1,1,0,4,1,0,0,0
2,3.935361042,2,0,1,1,9,1,1,1,1
0,3.671552489,1,0,1,2,6,1,1,0,1
0,0.730325803,0,2,1,1,9,0,0,0,1
0,0.0,2,0,1,0,5,0,0,1,0
2,0.706208009,1,2,2,1,9,1,0,0,0
1,0.0,1,2,2,0,3,1,0,0,0
0,0.0,1,1,2,1,6,1,0,0,0
2,1.778944406,2,1,1,1,5,1,1,1,0
0,2.25404905,1,0,1,1,2,1,1,0,0
1,0.0,1,2,2,1,2,1,1,0,1
2,1.023208022,1,2,1,1,9,1,1,0,0
2,0.684576588,1,1,1,1,5,1,1,0,0
2,0.577844332,2,2,2,0,6,1,1,0,1
1,0.0,2,0,2,0,1,1,0,0,0
0,0.758821921,2,2,2,0,6,1,0,0,1
0,2.84774859,1,1,1,1,2,1,1,0,0
1,0.77936134,1,1,2,2,10,1,0,0,1
1,0.0,1,1,2,1,7,0,0,0,1
0,4.17110401,1,0,1,1,5,1,1,0,1
1,0.0,1,0,2,1,2,1,1,0,1
0,0.88492237,1,2,1,2,3,1,0,0,1
1,0.0,1,2,2,0,5,1,1,0,0
2,0.65047329,1,1,2,0,0,1,0,0,1
0,0.866946798,1,2,1,0,6,1,0,0,0
1,0.0,1,2,2,0,8,1,0,0,1
1,0.0,1,0,2,2,1,0,0,0,0
2,1.371326586,2,1,2,2,6,1,1,1,0
0,6.009411296,1,0,1,1,7,1,0,1,1
1,0.0,1,2,2,1,9,0,0,0,0
0,0.0,1,0,2,0,3,1,1,0,1
2,1.037203292,1,1,1,1,5,0,0,0,1
2,0.975401028,2,1,1,0,0,0,0,1,1
0,0.571884596,1,2,2,1,7,1,0,0,0
1,0.0,2,1,1,1,5,1,0,0,1
2,1.201770693,1,1,2,1,5,1,1,0,1
2,12.29072404,2,0,1,1,4,1,0,1,0
1,7.610590077,1,0,1,2,9,1,0,0,1
2,1.22537573,2,1,1,0,4,0,0,1,1
2,1.841119035,2,1,1,1,7,1,0,1,1
0,2.148057821,2,1,1,2,3,0,0,0,1
2,0.920385321,2,1,3,2,5,1,0,1,0
2,3.381457952,2,0,2,1,3,1,0,1,0
0,0.576460072,1,1,3,1,7,1,0,1,1
1,1.088159334,2,1,1,1,2,1,1,1,0
0,0.480551134,1,2,2,0,7,1,0,0,0
2,0.919323616,1,1,2,2,2,1,0,0,1
1,0.0,2,1,1,0,1,1,1,1,0
2,4.005899441,1,0,1,1,4,1,0,0,0
0,0.0,1,0,2,1,4,1,0,0,0
0,10.45708783,2,0,1,1,1,0,1,0,1
2,0.59546892,1,2,1,1,3,1,1,0,1
2,1.23841795,2,1,1,0,5,1,0,0,0
2,1.019371759,2,2,2,1,5,1,1,0,0
2,10614.65544,2,0,1,1,4,1,1,1,1
0,0.0,1,1,2,0,9,0,1,0,0
0,0.905541332,1,1,2,1,2,0,0,0,0
2,0.964366267,1,1,1,1,5,0,0,0,1
0,0.0,1,2,2,1,9,1,0,0,1
2,1.979252402,1,1,1,1,9,1,0,1,1
1,0.0,2,2,2,0,10,1,1,0,1
1,0.685110092,2,2,1,1,7,1,0,1,0
0,0.578024643,1,2,1,0,2,1,0,0,0
0,0.451078012,1,1,1,2,9,1,1,0,0
2,0.906341571,2,1,1,2,1,1,0,1,0
0,0.558121179,1,2,2,1,3,1,0,0,1
1,1.361807363,1,1,2,1,4,1,0,0,1
1,0.0,1,1,1,2,6,1,1,0,0
1,0.0,1,0,2,2,9,1,1,0,1
0,6.962632769,2,0,2,0,9,0,1,0,1
0,0.893015888,1,1,1,1,4,1,1,0,0
0,2.391247897,1,0,2,1,9,0,0,0,1
0,0.0,1,1,2,2,4,1,0,0,1
1,12.26725463,2,0,1,1,7,0,0,1,0
0,2.314202826,1,1,1,1,1,1,1,0,1
0,0.759953317,2,2,2,1,9,0,0,0,1
0,0.0,1,2,2,2,10,1,0,0,0
0,0.847643223,1,1,1,1,4,0,0,0,1
0,1.317972158,2,1,2,0,4,1,0,0,1
1,0.0,1,2,2,2,4,0,1,0,0
2,1.295400122,1,1,2,2,4,1,0,1,1
1,0.926051166,1,1,2,1,1,1,0,0,0
2,1.623419137,1,1,2,1,7,1,0,0,1
0,0.0,1,1,2,2,3,1,0,0,1
1,0.0,2,2,1,1,4,1,1,0,1
2,2.437412451,1,1,1,2,4,1,0,1,1
0,0.0,2,1,2,0,9,1,1,0,1
0,3.013944619,2,1,1,1,8,0,0,1,1
0,0.0,1,1,2,1,3,0,1,0,0
1,0.0,1,0,1,1,10,1,0,0,0
1,1.259527084,2,1,1,1,8,1,1,0,0
2,0.502459583,2,2,2,0,7,1,0,0,1
2,3.105588757,1,0,2,1,4,1,1,0,1
1,0.0,1,0,2,1,3,0,1,0,1
0,1.695373145,1,1,1,0,3,1,0,0,1
0,3.251295754,1,0,2,1,4,0,1,0,0
2,0.907295629,1,2,2,1,8,0,0,1,1
0,0.0,1,2,1,1,9,1,0,0,1
1,0.568420851,1,1,1,1,8,1,1,0,1
2,0.655619784,2,2,1,1,0,1,0,1,0
1,0.0,2,0,2,1,7,1,1,0,1
2,0.781586736,1,2,2,1,2,0,0,0,1
0,1.617593974,1,1,1,1,1,1,0,0,0
2,5.784139522,1,0,2,0,9,1,1,0,0
0,0.0,1,2,2,2,2,1,0,0,1
2,0.993316874,1,1,1,2,8,1,1,0,0
0,0.0,2,2,1,0,9,1,0,1,0
0,0.642984942,1,1,1,1,6,1,1,0,1
0,1.322981223,2,1,1,2,9,1,0,0,1
1,2.469688651,1,0,1,2,8,1,1,0,0
0,0.0,1,0,1,1,6,1,1,1,1
1,1.260689012,2,1,1,0,0,0,1,0,0
0,0.678429872,2,1,1,1,7,1,0,0,0
2,0.793883483,1,2,3,1,2,1,1,0,0
0,2.449757657,1,0,1,2,4,1,1,0,0
0,0.0,1,1,2,1,10,1,0,0,0
0,0.0,1,1,2,0,2,1,1,0,1
1,1.158456643,1,1,1,1,4,1,1,0,0
0,1.377816245,2,1,1,2,3,1,0,0,0
2,4.183875823,2,0,1,2,5,1,1,1,0
0,1.002858184,1,2,1,0,2,1,0,0,1
0,0.0,1,0,2,2,8,1,1,0,1
2,1.258485883,2,1,1,2,4,0,1,1,0
0,0.0,1,2,3,0,4,1,1,1,1
2,4.264551579,1,0,1,0,3,1,0,1,1
1,2.672169178,2,0,1,2,6,1,1,0,0
0,0.499539051,2,1,1,2,2,1,0,1,0
2,1.845943745,2,1,2,1,8,1,0,0,1
1,0.0,1,0,2,1,4,0,0,0,1
0,0.0,2,0,2,0,8,0,0,0,1
2,0.649413783,2,2,1,1,1,1,1,1,0
0,0.0,2,2,1,0,6,1,0,1,0
1,0.0,2,0,2,1,7,0,1,0,1
1,0.0,1,1,2,2,10,1,1,0,1
0,0.0,1,2,2,1,1,1,0,0,0
0,0.0,2,1,2,0,0,0,1,0,1
2,4.851710917,1,0,2,1,4,0,0,0,0
0,2.287891536,1,0,1,1,5,1,1,0,0
0,0.70125653,2,1,1,2,8,1,1,0,1
0,1.701421516,1,0,1,1,2,0,1,0,1
2,0.746281146,1,2,1,2,10,1,0,0,1
2,0.715100822,2,1,1,0,5,0,1,1,0
0,2.896446602,2,0,2,1,10,1,0,0,0
0,0.0,1,0,2,0,5,1,0,0,1
0,7.889369908,1,0,1,2,0,1,0,0,0
1,28.53422868,2,0,1,2,9,1,1,0,0
2,1.328409609,2,1,1,1,1,0,0,1,0
0,0.0,2,1,1,1,5,0,1,1,1
1,1.05099089,1,1,1,1,4,0,1,0,0
1,0.0,1,0,2,0,1,0,1,0,0
1,0.0,2,1,2,0,10,1,1,0,1
0,0.894873841,2,1,1,0,9,0,0,1,1
2,4.991285888,2,0,1,1,1,1,0,1,1
0,0.718881422,1,2,1,1,8,1,1,0,1
0,1.14998737,2,1,4,1,9,1,1,1,0
0,0.0,1,1,2,1,2,0,1,0,1
2,18.99367063,1,0,1,0,4,1,1,0,1
1,1.170257692,1,1,1,2,10,0,1,0,0
2,1.302855868,1,1,2,0,3,0,0,0,1
0,0.0,1,2,2,1,4,0,0,0,0
0,0.653415714,1,1,1,1,9,1,1,0,1
2,1.242273523,1,1,1,2,6,1,1,1,1
1,1.158590202,1,1,1,1,3,0,1,0,0
2,0.917708176,2,2,2,1,9,1,0,0,1
0,1.52556728,1,1,1,1,6,1,1,0,1
2,0.96182546,2,2,1,0,4,1,0,1,0
0,0.0,1,2,2,2,8,1,0,1,0
0,0.0,1,1,2,1,10,1,0,0,1
2,0.366974822,1,2,1,0,9,1,1,0,0
0,2.237579799,2,1,1,0,8,1,0,1,0
0,1.236700601,2,1,1,2,5,1,0,0,0
0,0.782293036,1,1,2,1,8,0,1,0,0
2,2.405929715,1,0,2,1,2,1,1,0,1
0,0.0,2,1,2,0,1,1,0,0,0
1,1.289813178,1,1,1,0,4,0,0,0,1
0,0.0,1,0,2,2,3,1,0,0,1
0,0.796040292,1,1,1,2,6,1,1,0,1
0,4.217658951,1,0,1,2,6,0,1,0,0
1,0.0,1,1,2,1,7,1,0,0,0
0,0.0,1,1,1,1,3,1,0,0,0
1,0.0,1,0,2,1,1,0,0,0,0
0,1.830142653,1,1,1,1,6,1,1,0,1
2,2.531885347,1,1,1,1,4,1,0,0,0
1,0.0,1,2,2,1,4,1,1,0,0
2,0.593303655,1,2,1,0,3,1,1,1,0
1,0.687667459,1,1,1,2,10,1,1,0,1
0,0.696527002,2,2,1,1,5,1,1,0,1
2,0.566299664,2,2,3,0,2,1,0,1,0
0,0.0,2,1,2,0,4,0,1,0,0
0,0.0,0,2,2,1,3,1,1,0,1
0,0.0,1,0,2,2,8,1,1,0,1
0,0.5703289,1,1,4,1,8,0,1,1,0
0,0.0,1,1,2,1,10,0,0,0,1
2,1.065840697,1,1,1,1,5,1,0,0,0
0,0.0,1,1,1,0,0,1,0,0,1
0,0.997673028,1,1,1,0,6,0,0,0,0
1,0.0,2,1,2,1,0,0,0,0,0
2,0.751433244,1,2,1,1,4,0,0,0,0
1,0.0,2,1,2,1,8,1,1,0,1
0,0.0,1,1,2,1,1,0,0,0,1
0,0.359789167,2,2,1,1,2,1,1,0,1
0,0.0,2,2,4,1,10,1,0,1,0
0,0.93928246,2,1,1,1,2,1,1,0,0
2,2.124501927,1,1,1,1,7,1,0,0,0
0,1.013899461,2,1,1,2,1,1,1,0,1
0,0.0,1,1,2,1,10,1,0,0,1
2,0.791271293,1,1,2,1,4,1,0,0,0
0,0.0,1,1,1,0,4,1,0,1,1
0,0.0,1,1,2,2,6,1,1,0,0
2,0.969929518,1,1,2,1,2,1,0,0,1
0,1.410185345,2,1,3,2,2,1,1,1,0
1,0.865907175,2,2,2,1,0,1,1,0,0
2,0.547154046,2,2,1,0,7,1,0,1,1
2,1.290466589,1,1,2,1,4,1,1,0,1
0,0.0,1,1,2,0,1,0,0,0,1
0,0.0,1,2,2,2,1,1,0,0,0
1,0.0,2,1,1,2,4,1,1,1,1
0,0.826396583,1,1,1,0,10,0,1,0,1
1,0.0,1,0,2,1,6,0,0,0,0
0,0.0,2,1,2,2,6,1,1,0,1
0,0.755602908,1,2,2,1,8,0,1,0,1
0,0.481814231,1,2,1,1,10,1,1,0,0
0,0.408563251,2,2,1,1,3,1,0,1,0
2,1.873192918,2,1,1,1,4,1,1,0,1
0,0.0,2,1,2,2,2,0,1,0,0
0,12.51457387,2,0,2,1,5,0,1,0,1
2,0.5994836,1,2,1,1,5,1,0,0,0
2,0.772556747,1,2,2,1,1,0,0,1,1
0,0.0,2,2,1,1,3,0,1,1,1
0,0.655562968,1,1,1,0,0,1,0,0,0
1,0.0,1,1,2,2,6,1,1,0,1
2,0.725729287,2,1,2,1,6,1,0,1,0
2,1.139660852,2,1,1,0,8,0,0,1,0
0,1.986520322,2,1,4,1,3,0,1,1,0
2,0.721436295,2,1,3,0,9,1,1,1,1
1,0.0,1,1,2,2,1,0,1,0,0
2,1.413191251,1,1,2,1,5,0,0,0,1
0,0.0,2,2,1,1,0,1,1,0,0
0,0.0,2,2,3,1,1,1,1,1,1
1,1.446414522,2,1,1,1,0,0,1,0,0
0,0.0,2,0,2,0,4,1,1,1,1
0,0.0,1,0,2,1,8,1,1,1,0
0,0.0,2,0,2,2,0,1,0,0,1
0,0.0,2,1,1,0,3,1,1,0,0
1,0.981516221,2,1,2,1,7,1,0,0,0
1,0.0,2,2,1,2,8,1,1,1,1
1,19.21032393,1,0,1,2,2,0,0,0,1
0,1.851772579,1,1,1,2,9,1,0,0,1
1,0.0,2,2,2,1,4,1,1,0,0
0,0.512319134,1,2,2,2,4,1,0,0,1
2,0.86311983,1,1,2,2,8,1,1,0,0
2,1.121828405,1,1,2,0,2,1,0,0,0
1,0.0,1,1,1,1,6,0,0,1,0
1,2.346128224,1,0,1,1,1,1,1,0,1
0,5.24523673,2,0,1,2,9,0,1,0,0
0,0.0,1,1,2,2,5,1,1,0,0
0,1.952756216,1,1,1,1,6,1,1,1,0
0,0.530905848,2,1,2,1,4,0,1,0,0
2,1.457565156,1,1,1,1,6,1,1,0,0
0,0.0,2,0,2,0,1,0,0,0,1
2,2.842060616,2,0,1,1,6,1,1,1,0
2,0.689018755,1,2,1,1,2,1,0,0,0
1,2.075692114,1,1,1,0,5,1,0,0,0
0,1.503170034,2,1,1,1,7,0,1,0,1
0,3.410252598,2,0,2,1,9,1,1,0,1
1,0.0,1,2,2,1,2,1,1,0,1
2,99.40185664,2,0,2,1,9,0,1,1,0
2,0.582940609,2,2,1,0,5,1,0,1,1
1,1.361235001,1,0,2,1,4,1,0,0,1
2,1.060906968,1,1,1,1,8,1,0,0,1
0,0.761887879,1,2,1,0,1,0,1,0,0
2,1.566880535,1,1,1,0,0,1,0,1,1
2,17.94734021,1,0,1,1,6,1,1,1,0
0,0.0,1,2,2,1,0,1,0,0,1
0,0.81672962,2,1,2,1,5,1,1,0,0
0,0.0,1,2,2,1,7,1,0,0,0
0,0.0,1,1,1,2,0,0,0,0,1
0,0.0,1,1,2,2,9,1,1,0,1
0,50.63012296,2,0,1,1,6,1,1,0,1
0,0.0,1,1,2,0,8,0,1,0,1
0,0.0,1,1,1,2,5,1,1,0,1
0,0.857217838,2,1,1,2,8,1,0,0,1
2,6.344749945,2,0,1,0,6,1,0,1,0
0,0.0,1,2,3,1,10,1,0,1,0
2,0.826014629,2,1,4,0,3,1,0,1,0
2,1.409622526,2,1,4,1,6,0,1,1,1
1,0.0,2,0,1,2,8,0,0,1,1
2,1.034090928,2,1,1,1,2,1,1,1,1
1,0.0,2,2,1,2,3,0,0,1,0
1,2.729683876,2,0,1,1,9,1,0,1,0
2,0.909703349,1,1,2,1,3,1,0,1,0
0,2.111938714,2,1,1,0,9,0,0,1,1
0,1.985545836,2,1,1,0,3,1,0,1,1
2,0.931767743,1,2,3,1,2,0,0,1,1
0,4.535291202,2,0,1,2,4,1,0,1,0
0,1.769021443,1,1,1,2,2,1,0,1,0
0,0.732607484,2,1,1,1,8,0,0,1,0
2,1.34960249,1,1,1,1,9,1,0,1,1
0,0.505431588,2,2,1,0,2,1,0,1,1
0,0.0,2,0,1,1,9,0,1,1,0
2,3.1734709,2,0,1,1,1,1,0,1,1
0,0.0,1,1,1,0,8,0,1,1,1
2,4.508337249,1,0,3,1,8,1,0,1,0
0,0.0,1,2,3,1,5,1,0,1,0
2,22.20839865,2,0,1,0,7,1,0,1,1
2,4.485193871,2,0,1,0,9,1,0,1,0
1,0.946178798,2,1,3,2,8,0,1,1,0
2,1.067205539,2,1,3,0,3,1,1,1,0
2,0.90931045,2,1,1,1,1,1,0,1,0
1,1.133105637,2,1,3,1,3,0,0,1,1
0,2.624924851,1,1,1,1,4,1,0,1,1
2,0.729090081,2,2,1,0,8,1,0,1,1
0,0.0,2,2,3,0,9,1,1,1,0
1,1.604663487,1,1,1,1,8,0,0,1,0
0,0.0,2,2,2,0,4,1,0,1,0
2,1.017979922,1,1,1,0,1,1,0,1,0
1,8.813747415,2,0,2,2,3,1,1,1,1
2,0.688299456,2,2,1,2,8,1,0,1,0
2,0.602225769,2,2,2,2,9,1,1,1,0
0,1.902905972,2,1,1,1,7,0,0,1,1
2,0.625717755,1,2,1,0,9,1,0,1,0
0,0.725650358,2,2,3,2,6,1,0,1,1
1,2.680094626,2,1,1,1,0,1,0,1,1
0,0.345918141,2,2,1,1,8,0,0,1,1
0,0.738909673,2,2,1,2,4,1,1,1,1
0,0.0,2,1,1,1,5,1,0,1,0
1,0.0,1,1,1,1,0,1,0,1,1
0,0.730743993,2,2,1,2,7,1,0,1,0
1,0.0,2,1,1,0,2,1,1,1,1
2,0.783961712,2,1,1,1,10,1,0,1,1
1,1.10621381,1,1,2,0,7,1,0,1,1
0,0.0,2,1,1,1,5,1,0,1,0
0,8.248952613,2,0,1,0,4,1,1,1,1
2,2.560455041,2,0,1,0,3,1,0,1,0
1,0.817203859,1,1,2,0,8,1,0,1,1
1,0.483703191,2,2,4,0,3,1,0,1,1
2,0.85134162,2,1,1,2,6,1,0,1,0
2,0.538610572,1,2,2,1,8,1,0,1,0
0,5.093059675,2,0,1,1,6,1,0,1,1
1,1.422081698,1,1,3,1,8,0,1,1,0
2,0.972241887,1,1,3,1,1,1,1,1,1
2,3.529568253,2,0,1,0,1,1,0,1,0
0,0.0,2,1,1,1,2,1,0,1,1
0,1.879074455,2,1,2,1,6,1,1,1,1
2,0.640307745,1,2,2,0,4,1,0,1,0
2,1.081083577,1,1,1,1,0,1,0,1,0
0,0.0,2,2,1,1,9,1,0,1,0
0,0.0,1,1,1,1,7,1,1,1,1
0,0.0,1,1,1,0,2,0,1,1,0
2,0.69016082,0,2,1,2,4,0,0,1,1
2,1.026402837,1,1,2,2,7,1,1,1,1
0,0.0,2,1,1,1,10,1,1,1,0
0,0.818158144,1,2,3,0,9,1,1,1,1
0,0.353982095,2,2,1,0,5,1,0,1,1
2,20.20807752,1,0,3,0,5,0,0,1,0
0,0.0,2,1,1,2,7,0,1,1,1
0,0.656753037,2,2,1,1,9,1,1,1,0
1,0.67225404,2,2,3,0,9,1,0,1,0
2,1.798863191,1,1,1,1,1,0,0,1,0
0,0.598373887,2,2,3,1,1,1,0,1,1
1,0.0,2,2,1,1,1,1,0,1,0
0,0.607085282,2,2,1,2,1,1,0,1,0
0,0.911398486,1,2,1,1,5,0,1,1,1
0,0.0,2,0,1,1,2,1,0,1,1
1,0.659607149,2,1,3,0,3,1,0,1,0
2,1.147335506,2,1,1,2,9,0,0,1,1
2,0.908867661,1,1,1,1,3,0,1,1,0
0,0.0,2,1,2,2,5,1,1,1,0
0,1.156848717,2,1,2,1,7,1,1,1,1
2,0.888650899,2,1,1,1,6,1,0,1,0
0,0.711356629,2,2,1,0,5,1,0,1,0
0,0.648622217,1,1,1,0,4,1,0,1,1
0,0.0,2,1,1,2,3,1,0,1,0
1,0.589096511,2,1,2,2,3,0,1,1,0
2,3.26893474,2,0,1,1,8,0,0,1,1
0,0.0,1,1,2,1,4,1,1,1,0
1,0.653273022,1,2,1,1,2,1,1,1,0
2,5.011825283,2,0,1,2,10,0,0,1,0
2,1.721627636,2,1,2,0,8,1,1,1,0
0,0.974460306,1,1,3,1,7,1,0,1,0
0,0.0,1,1,1,1,10,1,1,1,0
2,2.994844277,2,0,1,1,5,0,0,1,0
0,2.660241348,1,1,1,2,6,1,0,1,1
2,0.888862348,1,1,1,2,8,0,0,1,1
1,0.0,2,0,1,2,5,1,0,1,0
0,0.0,2,1,1,1,10,1,0,1,1
0,0.0,2,2,1,2,2,1,1,1,1
2,6.97349933,1,0,2,1,2,0,0,1,0
2,0.675459068,2,1,1,0,2,0,0,1,0
0,0.736232146,1,2,2,0,8,1,1,1,0
0,0.848914081,1,2,2,1,6,1,1,1,0
0,1.781453326,1,1,4,1,9,1,0,1,0
2,2.202054815,2,1,1,1,8,1,0,1,0
2,1.0757706,1,1,1,1,8,1,1,1,0
2,2.75397188,2,0,1,0,4,0,1,1,1
0,0.99091813,2,1,2,1,7,1,1,1,0
0,0.0,2,1,1,1,0,1,1,1,0
2,6.40299549,1,0,1,2,2,0,0,1,0
0,0.0,2,1,3,2,3,1,1,1,0
0,1.375203868,1,1,3,1,7,1,0,1,0
0,0.79828464,2,1,1,1,10,1,0,1,0
2,1.121434355,2,1,1,1,9,1,1,1,1
2,0.72255139,2,2,1,1,9,1,1,1,0
0,0.0,2,1,1,1,1,1,0,1,0
0,0.0,2,1,1,0,1,1,1,1,0
2,0.457335462,2,2,3,0,3,0,1,1,1
0,0.0,2,0,1,2,8,1,0,1,0
2,6.172051602,2,0,1,0,9,1,0,1,1
0,0.0,1,0,1,1,10,1,1,1,1
2,1.068837532,2,1,1,1,2,1,0,1,0
0,0.0,2,0,1,1,5,1,0,1,0
0,0.0,2,0,1,0,1,1,0,1,1
0,0.0,2,1,1,1,6,1,0,1,1
0,2.18361143,2,1,1,0,0,1,0,1,1
2,0.70159055,2,2,1,0,3,0,1,1,0
0,0.0,2,0,1,1,6,1,0,1,1
0,0.0,2,1,2,1,8,0,1,1,1
2,0.589578298,2,2,3,2,0,1,0,1,1
2,1.031236865,2,1,1,0,4,1,0,1,1
1,0.0,1,0,1,1,2,0,0,1,0
2,1.695500979,2,1,1,0,6,0,0,1,1
0,0.0,2,0,2,0,2,1,0,1,1
0,0.0,2,0,1,1,5,1,0,1,1
0,0.0,2,2,1,2,4,1,1,1,0
1,0.772360187,2,1,2,0,4,1,0,1,0
0,0.0,1,0,1,1,6,1,1,1,0
0,1.611107871,2,1,1,0,3,0,1,1,0
2,0.535338509,2,2,1,2,9,0,0,1,0
2,5.749741866,1,0,1,0,0,0,1,1,1
2,16.44507743,1,0,2,1,0,1,0,1,1
0,3.866077636,2,0,1,1,3,1,1,1,0
1,0.794154693,2,2,2,1,3,1,1,1,0
0,0.504975493,2,1,1,1,5,1,0,1,1
0,0.0,2,1,2,2,3,1,1,1,1
2,7.293514403,2,0,1,1,4,0,1,1,1
0,0.0,1,1,1,0,2,1,0,1,0
1,21.95988938,2,0,1,0,4,0,0,1,1
1,2.084604677,1,1,2,1,4,1,0,1,0
2,2.9967574,2,1,2,1,5,1,0,1,0
2,0.612431597,1,2,1,1,5,0,0,1,0
1,4.636584066,1,0,4,1,5,1,1,1,0
2,12.74439433,1,0,1,0,0,0,1,1,1
